id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,target
1581,Male,Loyal Customer,52,Business travel,Eco Plus,1977,4,1,1,1,4,4,4,4,2,3,2,2,2,4,0,0.0,1
1582,Female,Loyal Customer,15,Business travel,Business,4849,2,2,2,2,4,4,4,4,1,5,3,4,1,4,0,0.0,1
1583,Male,disloyal Customer,41,Business travel,Eco,2607,3,2,3,3,3,3,3,3,1,3,3,3,2,3,293,264.0,0
1584,Female,Loyal Customer,37,Personal Travel,Eco,1475,4,3,3,3,2,3,4,4,4,4,4,2,4,2,2,0.0,1
1585,Male,Loyal Customer,10,Personal Travel,Eco,1647,2,5,2,5,4,2,4,4,4,5,4,3,5,4,4,0.0,0
1586,Male,Loyal Customer,35,Business travel,Business,474,1,1,1,1,3,1,1,1,1,2,1,3,1,3,0,0.0,0
1587,Male,Loyal Customer,19,Business travel,Business,4466,2,2,2,2,4,4,4,4,4,4,5,3,4,4,0,0.0,1
1588,Male,Loyal Customer,52,Business travel,Business,3160,1,1,1,1,4,4,4,4,4,4,4,3,4,4,0,0.0,1
1589,Male,Loyal Customer,36,Personal Travel,Eco,2034,3,1,3,3,5,3,5,5,2,1,3,2,4,5,61,35.0,0
1590,Male,Loyal Customer,52,Business travel,Business,849,1,1,1,1,3,5,5,5,5,4,5,5,5,3,0,0.0,1
1591,Female,Loyal Customer,42,Personal Travel,Eco Plus,1522,1,1,1,1,4,4,4,4,3,4,4,5,5,4,6,0.0,1
1592,Male,Loyal Customer,12,Personal Travel,Eco,2585,2,5,2,3,4,2,4,4,3,3,5,4,5,4,6,0.0,0
1593,Female,Loyal Customer,38,Personal Travel,Eco,4037,0,5,0,3,3,0,3,3,4,5,5,3,4,3,3,0.0,1
1594,Male,disloyal Customer,23,Business travel,Eco,1647,2,0,2,5,3,2,3,3,4,2,4,1,2,3,0,2.0,0
1595,Male,Loyal Customer,66,Personal Travel,Eco,1745,2,5,2,5,3,2,3,3,4,2,5,3,4,3,0,6.0,0
1596,Male,Loyal Customer,54,Business travel,Eco,1242,5,3,3,3,5,5,5,5,3,4,3,1,2,5,0,0.0,1
1597,Male,disloyal Customer,16,Business travel,Eco,1840,4,0,4,3,3,4,1,3,5,3,4,4,5,3,26,19.0,1
1598,Male,Loyal Customer,40,Business travel,Business,1758,3,1,1,1,3,3,4,2,2,2,3,2,2,1,0,0.0,0
1599,Male,Loyal Customer,35,Business travel,Business,466,2,2,4,2,4,4,5,4,4,4,4,2,4,1,0,0.0,1
1600,Female,Loyal Customer,41,Business travel,Business,625,1,1,1,1,5,5,5,5,5,5,5,5,5,3,0,0.0,1
1601,Male,Loyal Customer,28,Personal Travel,Eco,1965,1,1,1,1,5,1,5,5,3,2,1,3,2,5,10,7.0,0
1602,Female,Loyal Customer,19,Personal Travel,Eco,1345,4,4,4,4,3,4,5,2,2,2,2,4,2,3,0,0.0,1
1603,Male,Loyal Customer,54,Business travel,Business,3172,2,5,2,2,2,4,4,4,4,4,5,4,4,5,0,0.0,1
1604,Male,Loyal Customer,29,Business travel,Business,3055,5,5,5,5,5,5,5,5,3,2,4,3,4,5,0,0.0,1
1605,Female,Loyal Customer,42,Business travel,Business,674,4,4,4,4,5,4,4,5,5,5,5,5,5,3,6,3.0,1
1606,Male,Loyal Customer,39,Personal Travel,Eco,2008,2,5,2,3,2,2,2,2,5,4,4,5,5,2,46,42.0,0
1607,Male,Loyal Customer,40,Personal Travel,Eco,1801,3,2,3,1,4,3,4,4,4,1,1,1,2,4,0,0.0,0
1608,Female,Loyal Customer,46,Business travel,Eco,877,5,1,1,1,2,5,2,5,5,5,5,4,5,3,19,33.0,1
1609,Female,Loyal Customer,55,Personal Travel,Eco,3454,2,3,2,3,2,3,3,4,4,4,4,3,1,3,265,253.0,0
1610,Male,Loyal Customer,22,Personal Travel,Business,2089,3,4,3,3,1,3,1,1,3,3,5,3,5,1,0,8.0,0
1611,Female,Loyal Customer,8,Personal Travel,Eco,1984,4,5,4,2,1,4,1,1,4,2,4,3,5,1,0,1.0,0
1612,Female,Loyal Customer,40,Business travel,Business,2435,5,5,5,5,2,5,5,4,4,4,4,3,4,4,0,0.0,1
1613,Female,Loyal Customer,60,Business travel,Business,1165,5,5,5,5,5,5,5,5,5,5,5,4,5,5,73,73.0,1
1614,Female,Loyal Customer,49,Business travel,Eco Plus,243,2,1,1,1,1,3,2,2,2,2,2,1,2,3,0,0.0,0
1615,Female,Loyal Customer,23,Business travel,Business,2589,5,5,5,5,5,5,5,5,1,2,1,3,1,5,0,0.0,1
1616,Female,Loyal Customer,57,Business travel,Business,2348,3,3,3,3,4,4,5,3,3,3,3,4,3,3,0,0.0,1
1617,Male,Loyal Customer,26,Business travel,Business,3567,4,4,4,4,4,4,4,4,5,4,5,4,4,4,0,3.0,1
1618,Male,Loyal Customer,36,Business travel,Business,741,2,4,4,4,4,4,3,2,2,2,2,1,2,4,17,15.0,0
1619,Male,Loyal Customer,33,Business travel,Business,4164,3,3,3,3,5,5,5,5,3,3,4,5,4,5,18,38.0,1
1620,Female,Loyal Customer,37,Personal Travel,Eco,2477,1,1,3,1,3,4,4,4,4,4,4,4,4,4,0,0.0,1
1621,Female,Loyal Customer,51,Personal Travel,Eco,360,4,4,3,2,3,4,5,4,4,3,4,5,4,3,0,0.0,0
1622,Male,Loyal Customer,42,Business travel,Business,1371,3,3,1,3,2,4,5,4,4,4,4,4,4,3,0,0.0,1
1623,Male,Loyal Customer,46,Business travel,Business,3538,3,3,3,3,5,4,4,4,4,4,4,3,4,3,0,0.0,1
1624,Female,disloyal Customer,20,Business travel,Business,1204,5,0,5,4,2,5,2,2,5,2,5,4,4,2,0,10.0,1
1625,Male,Loyal Customer,44,Business travel,Business,1233,4,4,4,4,5,4,5,4,4,4,4,3,4,3,21,4.0,1
1626,Female,Loyal Customer,25,Personal Travel,Eco,3692,1,1,1,1,5,1,3,4,4,4,4,5,4,2,52,12.0,1
1627,Female,Loyal Customer,25,Business travel,Business,1800,2,4,4,4,2,2,2,2,2,2,3,3,3,2,43,55.0,0
1628,Female,Loyal Customer,62,Personal Travel,Eco,332,5,5,5,5,4,5,4,4,4,4,4,5,4,5,0,0.0,1
1629,Male,disloyal Customer,21,Business travel,Business,2718,0,0,0,3,5,0,5,5,3,4,5,5,5,5,0,0.0,1
1630,Female,Loyal Customer,23,Business travel,Business,1407,2,2,2,2,5,5,5,5,4,2,5,5,4,5,0,0.0,1
1631,Male,Loyal Customer,45,Business travel,Business,1460,4,4,4,4,5,4,5,4,4,4,4,5,4,4,83,84.0,1
1632,Female,Loyal Customer,43,Business travel,Business,2082,1,1,1,1,2,4,4,5,5,5,5,3,5,4,50,31.0,1
1633,Male,Loyal Customer,58,Business travel,Eco,1828,3,3,3,3,3,3,3,3,2,1,4,3,4,3,7,0.0,0
1634,Female,Loyal Customer,42,Business travel,Business,1583,3,3,3,3,4,5,5,4,4,4,4,4,4,4,6,0.0,1
1635,Male,Loyal Customer,38,Personal Travel,Eco,1329,2,4,2,4,2,2,2,2,5,5,4,5,4,2,2,1.0,0
1636,Female,Loyal Customer,52,Business travel,Business,1635,2,2,2,2,4,4,5,5,5,5,5,5,5,5,105,97.0,1
1637,Male,Loyal Customer,49,Business travel,Eco Plus,1701,2,1,1,1,2,2,2,2,1,4,3,3,2,2,0,0.0,0
1638,Female,disloyal Customer,26,Business travel,Eco,1342,3,1,3,4,5,3,5,5,1,3,3,1,3,5,0,6.0,0
1639,Male,Loyal Customer,49,Business travel,Eco,1151,5,4,4,4,5,5,5,5,4,1,1,3,4,5,0,0.0,1
1640,Male,disloyal Customer,28,Business travel,Eco,1614,3,4,3,3,1,3,1,1,1,1,3,2,4,1,29,9.0,0
1641,Male,Loyal Customer,30,Business travel,Business,2615,2,2,2,2,3,4,3,3,4,2,5,5,5,3,0,0.0,1
1642,Female,disloyal Customer,22,Business travel,Eco,1475,3,5,3,5,5,3,5,5,5,3,5,3,4,5,0,5.0,0
1643,Male,Loyal Customer,67,Personal Travel,Eco,1954,2,4,2,4,3,2,3,3,5,4,4,4,4,3,1,0.0,0
1644,Female,Loyal Customer,10,Personal Travel,Eco,1193,4,2,4,3,5,4,5,5,4,3,4,4,4,5,0,0.0,0
1645,Female,Loyal Customer,48,Business travel,Business,3079,0,4,0,3,4,4,5,4,4,4,4,4,4,4,0,11.0,1
1646,Female,Loyal Customer,49,Business travel,Business,2546,2,2,2,2,4,3,3,2,2,2,2,1,2,1,0,0.0,0
1647,Male,Loyal Customer,8,Personal Travel,Eco,2203,2,1,2,3,2,2,2,2,4,2,3,4,3,2,1,0.0,0
1648,Male,disloyal Customer,21,Business travel,Eco,1200,3,3,4,2,4,4,4,4,3,4,4,4,1,4,12,13.0,0
1649,Male,disloyal Customer,18,Business travel,Business,2571,2,4,2,3,3,2,3,3,1,5,4,4,4,3,0,2.0,0
1650,Male,disloyal Customer,37,Business travel,Business,4188,1,1,1,4,5,1,5,5,4,4,4,3,5,5,3,5.0,0
1651,Male,Loyal Customer,11,Personal Travel,Eco Plus,1786,3,4,3,4,4,3,5,4,5,3,1,5,4,4,2,0.0,0
1652,Male,Loyal Customer,53,Business travel,Business,412,2,4,4,4,2,3,3,2,2,2,2,1,2,3,0,0.0,0
1653,Female,Loyal Customer,58,Personal Travel,Eco,1438,4,2,1,2,3,1,3,4,4,4,4,2,4,4,0,7.0,1
1654,Male,Loyal Customer,31,Personal Travel,Eco,2206,0,2,0,4,4,0,4,4,1,1,2,4,3,4,0,0.0,1
1655,Female,Loyal Customer,50,Business travel,Eco,1153,2,1,1,1,5,2,2,2,2,2,2,2,2,1,0,0.0,0
1656,Male,Loyal Customer,39,Personal Travel,Eco,2990,0,5,0,1,4,0,4,4,5,2,5,4,4,4,68,63.0,1
1657,Male,Loyal Customer,42,Business travel,Business,3426,2,3,2,2,5,4,4,5,5,5,5,5,5,5,0,0.0,1
1658,Male,Loyal Customer,50,Business travel,Business,988,5,5,5,5,2,4,3,5,5,5,5,1,5,2,0,0.0,1
1659,Male,Loyal Customer,25,Personal Travel,Eco,1687,2,1,2,4,3,2,3,3,4,4,3,3,3,3,0,0.0,0
1660,Female,disloyal Customer,37,Business travel,Business,1748,3,3,3,2,5,3,4,5,3,2,4,3,4,5,0,0.0,0
1661,Male,Loyal Customer,46,Personal Travel,Business,2494,1,5,1,3,1,3,3,4,2,4,5,3,5,3,0,4.0,0
1662,Female,Loyal Customer,61,Business travel,Eco,1165,3,3,5,5,4,2,2,3,3,3,3,4,3,2,50,70.0,0
1663,Male,Loyal Customer,12,Personal Travel,Eco,2892,2,4,2,4,2,2,2,2,3,2,5,5,5,2,0,0.0,0
1664,Male,Loyal Customer,42,Personal Travel,Eco,4365,3,1,3,2,3,1,1,1,3,1,2,1,4,1,8,0.0,0
1665,Female,Loyal Customer,9,Personal Travel,Eco,2175,0,1,0,4,5,0,4,5,4,2,3,2,4,5,0,3.0,1
1666,Male,Loyal Customer,39,Business travel,Business,3454,1,1,1,1,5,4,5,4,4,4,4,4,4,5,0,0.0,1
1667,Male,Loyal Customer,40,Personal Travel,Eco,2289,3,4,3,3,1,3,1,1,5,3,5,4,4,1,12,0.0,0
1668,Male,Loyal Customer,39,Business travel,Business,360,1,1,2,1,5,5,5,4,4,4,4,3,4,4,0,2.0,1
1669,Male,Loyal Customer,38,Personal Travel,Eco,1947,3,4,3,3,1,3,1,1,2,4,4,4,3,1,0,0.0,0
1670,Female,Loyal Customer,17,Personal Travel,Eco,2128,4,4,4,3,3,4,3,3,4,2,5,3,5,3,0,0.0,0
1671,Female,Loyal Customer,23,Business travel,Business,4078,1,3,1,1,1,1,1,1,4,1,2,2,2,1,27,9.0,0
1672,Male,disloyal Customer,23,Business travel,Eco,2445,3,3,3,2,1,3,1,1,2,3,2,2,2,1,2,8.0,0
1673,Female,disloyal Customer,37,Business travel,Business,1850,3,3,3,4,1,3,1,1,3,1,4,3,4,1,0,0.0,0
1674,Female,Loyal Customer,51,Business travel,Eco,93,4,1,1,1,2,5,1,4,4,4,4,5,4,3,0,0.0,1
1675,Male,Loyal Customer,47,Business travel,Business,331,1,1,1,1,2,1,3,4,4,4,4,3,4,2,4,0.0,1
1676,Male,Loyal Customer,12,Business travel,Business,4461,2,3,4,4,2,3,2,2,4,3,4,3,4,2,0,0.0,0
1677,Female,Loyal Customer,44,Business travel,Business,1628,4,4,4,4,4,5,5,4,4,4,4,4,4,4,0,4.0,1
1678,Female,Loyal Customer,33,Business travel,Business,3380,4,4,4,4,5,5,1,5,5,5,5,3,5,1,0,0.0,1
1679,Male,Loyal Customer,18,Personal Travel,Business,1402,2,3,2,3,3,2,3,3,3,3,3,2,3,3,9,7.0,0
1680,Male,disloyal Customer,34,Business travel,Business,1708,1,1,1,5,4,1,4,4,3,3,4,5,4,4,0,0.0,0
1681,Female,Loyal Customer,54,Business travel,Business,993,1,4,4,4,3,2,2,1,1,1,1,1,1,2,0,0.0,0
1682,Female,Loyal Customer,23,Business travel,Business,2491,2,1,1,1,2,2,2,2,2,3,3,4,4,2,0,12.0,0
1683,Female,Loyal Customer,62,Business travel,Eco,105,2,1,1,1,3,4,4,2,2,2,2,3,2,1,0,0.0,0
1684,Female,Loyal Customer,41,Business travel,Business,1736,5,5,5,5,4,5,5,5,5,5,5,3,5,4,0,0.0,1
1685,Female,Loyal Customer,30,Business travel,Eco,1338,4,3,5,5,4,4,4,4,5,2,2,2,3,4,0,3.0,1
1686,Female,Loyal Customer,60,Business travel,Business,359,2,2,2,2,4,5,2,4,4,4,4,4,4,1,0,0.0,1
1687,Male,Loyal Customer,44,Business travel,Eco,1909,5,5,5,5,4,5,4,4,2,5,5,1,4,4,0,14.0,1
1688,Female,Loyal Customer,49,Business travel,Eco,410,3,4,4,4,3,3,3,3,3,3,3,1,3,4,19,18.0,0
1689,Female,disloyal Customer,42,Business travel,Business,2518,1,1,1,2,1,1,1,1,4,5,5,5,4,1,105,95.0,0
1690,Male,disloyal Customer,39,Business travel,Eco,2191,4,1,4,4,5,4,5,5,1,5,4,2,3,5,0,8.0,0
1691,Female,disloyal Customer,23,Business travel,Business,1582,5,4,5,3,4,5,4,4,4,4,5,3,5,4,0,0.0,1
1692,Male,Loyal Customer,41,Personal Travel,Eco,2251,4,3,4,3,4,4,4,4,2,1,1,1,2,4,33,26.0,0
1693,Male,Loyal Customer,41,Personal Travel,Eco,1771,3,5,3,4,2,3,2,2,5,2,4,3,5,2,0,0.0,0
1694,Male,Loyal Customer,60,Business travel,Business,1939,2,2,2,2,3,5,4,4,4,4,4,5,4,3,14,11.0,1
1695,Female,Loyal Customer,22,Business travel,Business,1873,3,3,3,3,2,2,2,2,5,4,5,5,5,2,0,0.0,1
1696,Male,Loyal Customer,11,Personal Travel,Eco,3894,4,5,4,1,4,4,4,4,5,5,5,3,4,4,12,0.0,1
1697,Male,Loyal Customer,22,Business travel,Business,2459,4,4,4,4,4,4,4,4,3,5,3,1,1,4,2,0.0,1
1698,Female,Loyal Customer,52,Business travel,Business,2925,1,1,1,1,4,4,4,4,4,4,4,5,4,4,39,31.0,1
1699,Female,disloyal Customer,27,Business travel,Eco,1934,3,5,3,2,2,3,2,2,3,4,3,4,2,2,0,5.0,0
1700,Female,Loyal Customer,45,Personal Travel,Eco,1764,4,5,4,2,4,4,4,1,1,4,1,3,1,5,3,58.0,0
1701,Female,Loyal Customer,38,Business travel,Eco,1067,4,4,4,4,4,4,4,4,2,5,4,2,4,4,53,76.0,0
1702,Male,Loyal Customer,55,Business travel,Business,3796,1,4,4,4,2,4,3,1,1,1,1,3,1,2,0,5.0,0
1703,Female,Loyal Customer,66,Personal Travel,Eco,1048,3,5,5,5,3,4,3,3,1,2,1,5,1,3,7,0.0,1
1704,Male,Loyal Customer,32,Personal Travel,Eco,1429,1,1,1,3,4,1,4,4,4,5,2,3,3,4,25,18.0,0
1705,Male,Loyal Customer,48,Business travel,Business,541,5,2,5,5,5,4,5,5,5,5,5,4,5,5,0,5.0,1
1706,Male,Loyal Customer,22,Business travel,Eco Plus,4321,2,5,5,5,2,2,4,2,1,3,3,2,4,2,48,77.0,0
1707,Female,Loyal Customer,17,Personal Travel,Eco,1886,2,2,2,2,5,4,4,4,4,4,4,4,4,4,39,34.0,1
1708,Male,Loyal Customer,46,Business travel,Eco Plus,1875,5,5,5,5,5,5,5,5,2,4,2,2,5,5,0,0.0,1
1709,Female,disloyal Customer,24,Business travel,Business,1737,4,5,4,2,1,4,1,1,5,4,5,4,4,1,0,0.0,1
1710,Female,disloyal Customer,42,Business travel,Business,1670,5,5,5,1,3,5,3,3,5,2,4,5,5,3,0,0.0,1
1711,Male,Loyal Customer,44,Business travel,Business,1865,2,2,5,2,4,4,5,5,5,4,5,5,5,4,0,0.0,1
1712,Male,Loyal Customer,53,Business travel,Eco,2074,5,1,5,1,5,5,5,5,4,4,3,4,4,5,118,103.0,1
1713,Male,Loyal Customer,50,Business travel,Business,3259,4,4,4,4,2,5,5,5,5,5,5,4,5,5,0,0.0,1
1714,Female,Loyal Customer,52,Business travel,Business,588,5,5,5,5,5,5,4,4,4,4,4,3,4,4,0,0.0,1
1715,Male,Loyal Customer,34,Personal Travel,Eco,1968,2,3,2,4,5,2,5,5,4,1,4,4,3,5,0,0.0,0
1716,Male,Loyal Customer,49,Business travel,Business,525,3,3,3,3,5,4,5,5,5,5,5,5,5,4,18,45.0,1
1717,Female,Loyal Customer,47,Business travel,Business,1842,3,3,3,3,3,4,4,5,5,5,5,5,5,4,0,0.0,1
1718,Male,Loyal Customer,8,Personal Travel,Eco,1365,4,4,4,3,2,4,3,2,5,4,4,4,5,2,5,14.0,0
1719,Female,disloyal Customer,26,Business travel,Business,2233,2,5,2,2,4,2,4,4,5,5,5,4,5,4,77,61.0,0
1720,Female,Loyal Customer,23,Business travel,Eco,1602,4,5,5,5,4,4,3,4,3,3,5,1,1,4,0,0.0,1
1721,Male,Loyal Customer,25,Business travel,Business,2966,3,1,1,1,3,3,3,3,3,4,4,1,4,3,0,0.0,0
1722,Male,Loyal Customer,57,Personal Travel,Eco,2482,3,4,3,1,2,3,1,2,4,4,4,3,5,2,0,0.0,0
1723,Female,disloyal Customer,36,Business travel,Eco,2266,3,0,3,2,5,3,5,5,5,2,5,5,3,5,0,0.0,0
1724,Female,Loyal Customer,59,Business travel,Business,891,1,1,2,1,2,5,4,5,5,4,5,5,5,5,0,0.0,1
1725,Female,Loyal Customer,23,Personal Travel,Eco,3421,4,1,1,1,2,4,4,4,4,4,4,4,4,5,14,24.0,1
1726,Female,disloyal Customer,62,Business travel,Eco Plus,1107,2,2,2,1,4,2,2,4,1,3,5,1,4,4,42,46.0,0
1727,Male,Loyal Customer,42,Business travel,Business,3478,4,4,4,4,2,5,4,5,5,5,5,3,5,4,1,0.0,1
1728,Male,Loyal Customer,44,Business travel,Business,2852,2,5,5,5,3,4,4,3,3,3,2,4,3,3,0,0.0,0
1729,Male,disloyal Customer,23,Business travel,Eco,2006,2,2,2,3,3,2,5,3,4,4,4,3,5,3,42,32.0,0
1730,Male,disloyal Customer,23,Business travel,Eco,1579,1,0,2,2,2,2,2,2,4,2,4,3,5,2,0,0.0,0
1731,Male,Loyal Customer,62,Personal Travel,Eco,1917,1,5,1,1,3,1,3,3,4,4,4,5,5,3,7,0.0,0
1732,Female,Loyal Customer,52,Business travel,Eco,2422,1,5,5,5,1,1,1,3,4,2,2,1,3,1,295,314.0,0
1733,Male,Loyal Customer,54,Business travel,Business,2416,3,3,3,3,5,4,1,5,5,5,5,3,5,1,0,12.0,1
1734,Female,Loyal Customer,30,Personal Travel,Eco,1125,2,2,2,2,2,4,4,4,4,4,4,5,4,3,0,0.0,1
1735,Male,Loyal Customer,13,Personal Travel,Business,2872,1,2,1,3,4,1,4,4,3,1,3,3,2,4,0,6.0,0
1736,Male,Loyal Customer,43,Business travel,Business,3875,2,2,2,2,2,5,4,5,5,5,5,5,5,5,0,0.0,1
1737,Female,Loyal Customer,48,Business travel,Business,2421,2,2,2,2,5,4,5,5,5,5,5,3,5,4,44,64.0,1
1738,Female,Loyal Customer,29,Business travel,Business,4886,3,4,4,4,3,3,3,3,2,4,4,1,3,3,0,0.0,0
1739,Female,disloyal Customer,34,Business travel,Eco Plus,1275,4,4,4,3,5,4,5,5,1,2,5,5,2,5,12,1.0,0
1740,Female,Loyal Customer,43,Business travel,Business,525,3,3,3,3,2,5,5,4,4,5,4,3,4,3,0,0.0,1
1741,Female,Loyal Customer,51,Business travel,Business,3473,1,1,3,1,5,3,3,5,5,5,5,2,5,3,3,0.0,1
1742,Female,Loyal Customer,23,Personal Travel,Eco,2015,5,5,5,5,5,5,5,5,3,5,4,4,5,5,0,0.0,1
1743,Female,Loyal Customer,13,Personal Travel,Eco,2751,5,5,5,5,1,3,1,5,5,5,5,5,5,3,0,0.0,1
1744,Female,Loyal Customer,27,Business travel,Business,4580,1,1,1,1,4,4,4,4,3,5,5,1,3,4,42,54.0,1
1745,Male,Loyal Customer,39,Business travel,Eco,1735,5,3,3,3,5,5,5,5,2,2,1,4,1,5,0,2.0,1
1746,Female,Loyal Customer,41,Business travel,Eco,2029,1,3,3,3,1,1,1,4,4,3,4,1,2,1,132,133.0,0
1747,Female,Loyal Customer,53,Business travel,Business,453,4,4,4,4,5,5,2,4,4,4,4,2,4,4,0,0.0,1
1748,Female,Loyal Customer,47,Business travel,Business,3202,1,1,1,1,2,5,4,4,4,4,4,5,4,3,87,111.0,1
1749,Female,disloyal Customer,34,Business travel,Eco,2265,1,1,1,2,4,1,4,4,5,5,2,4,5,4,6,0.0,0
1750,Male,Loyal Customer,56,Business travel,Business,3811,5,5,5,5,3,4,4,5,5,5,5,4,5,5,10,5.0,1
1751,Female,Loyal Customer,47,Business travel,Eco,974,4,5,3,5,1,3,3,4,4,4,4,4,4,1,1,0.0,0
1752,Female,Loyal Customer,51,Personal Travel,Eco Plus,1068,4,2,4,4,4,3,3,2,2,4,2,3,2,1,0,0.0,1
1753,Male,Loyal Customer,22,Business travel,Business,3832,2,2,5,2,4,4,4,4,5,3,3,5,4,4,0,0.0,1
1754,Male,Loyal Customer,61,Personal Travel,Eco,2969,2,4,2,4,1,2,3,1,4,4,3,3,4,1,0,0.0,0
1755,Female,Loyal Customer,35,Personal Travel,Eco Plus,4687,4,4,2,4,2,4,5,4,4,4,4,5,4,5,0,0.0,1
1756,Female,disloyal Customer,21,Business travel,Eco,1346,3,0,3,1,4,3,4,4,4,2,3,1,3,4,0,0.0,0
1757,Female,disloyal Customer,37,Business travel,Eco,3500,2,2,2,3,2,4,4,5,2,3,1,4,1,4,119,135.0,0
1758,Male,disloyal Customer,22,Business travel,Eco,2054,2,2,2,4,3,2,3,3,3,2,4,3,5,3,0,0.0,0
1759,Male,Loyal Customer,36,Business travel,Business,1976,3,4,4,4,5,2,3,2,2,2,3,1,2,4,0,0.0,0
1760,Male,Loyal Customer,37,Personal Travel,Eco,2331,1,4,1,2,4,1,4,4,1,5,1,3,5,4,0,0.0,0
1761,Male,Loyal Customer,21,Business travel,Business,4841,2,4,4,4,2,2,2,2,1,1,4,2,4,2,0,0.0,0
1762,Female,Loyal Customer,47,Business travel,Business,1507,3,3,3,3,5,4,4,4,4,4,4,5,4,5,50,25.0,1
1763,Male,Loyal Customer,52,Business travel,Business,1546,4,4,4,4,2,5,3,5,5,5,5,1,5,5,7,24.0,1
1764,Male,Loyal Customer,59,Business travel,Business,955,3,2,2,2,5,2,3,3,3,3,3,2,3,4,34,29.0,0
1765,Female,Loyal Customer,52,Business travel,Business,2941,4,4,5,4,2,4,4,5,5,5,4,4,5,4,9,13.0,1
1766,Female,Loyal Customer,13,Personal Travel,Eco,3632,0,0,0,4,4,5,4,4,4,4,4,5,4,5,8,0.0,1
1767,Female,disloyal Customer,27,Business travel,Eco,1866,4,2,4,2,4,4,4,4,3,2,2,4,2,4,5,0.0,0
1768,Male,disloyal Customer,44,Business travel,Business,4090,4,4,4,2,2,4,2,2,4,3,5,4,4,2,0,0.0,1
1769,Female,disloyal Customer,23,Business travel,Eco,2610,4,3,3,1,1,3,1,1,4,4,5,4,5,1,12,5.0,1
1770,Female,Loyal Customer,30,Personal Travel,Eco,1334,4,4,4,4,3,3,4,4,4,4,4,5,4,5,0,0.0,1
1771,Female,disloyal Customer,40,Business travel,Business,1393,2,2,2,3,1,2,1,1,3,3,4,3,3,1,0,0.0,0
1772,Male,Loyal Customer,41,Business travel,Business,2771,2,3,2,3,2,2,2,1,3,4,3,2,1,2,4,14.0,0
1773,Female,Loyal Customer,9,Personal Travel,Eco,2069,4,3,3,3,4,4,4,4,4,5,5,2,5,4,0,0.0,1
1774,Female,Loyal Customer,20,Personal Travel,Eco,2316,4,5,4,5,3,4,3,3,3,4,4,3,4,3,0,0.0,1
1775,Female,Loyal Customer,36,Business travel,Business,3581,3,3,3,3,1,3,3,4,4,4,4,2,4,2,0,7.0,1
1776,Male,Loyal Customer,33,Business travel,Business,1758,5,5,5,5,5,5,5,5,4,5,5,3,4,5,1,12.0,1
1777,Male,Loyal Customer,41,Personal Travel,Eco,1190,2,5,0,5,3,0,3,3,1,1,1,3,4,3,31,42.0,0
1778,Female,Loyal Customer,27,Personal Travel,Eco,3024,0,2,0,3,1,0,1,1,1,1,2,3,3,1,0,0.0,1
1779,Male,Loyal Customer,42,Business travel,Business,408,4,4,4,4,5,4,2,4,4,4,4,2,4,1,0,0.0,1
1780,Male,Loyal Customer,24,Business travel,Business,2590,1,3,3,3,1,1,1,1,2,3,4,3,4,1,27,15.0,0
1781,Female,disloyal Customer,43,Business travel,Eco,2152,5,0,5,1,1,5,1,1,3,2,2,5,5,1,0,2.0,1
1782,Female,Loyal Customer,22,Personal Travel,Eco Plus,1512,5,5,5,5,1,3,3,5,5,5,5,3,5,5,0,0.0,1
1783,Male,Loyal Customer,40,Business travel,Eco Plus,3400,3,4,4,4,5,3,3,4,2,3,1,3,3,3,0,0.0,1
1784,Male,Loyal Customer,10,Personal Travel,Eco,2049,1,5,1,2,3,1,1,3,4,2,5,5,5,3,0,0.0,0
1785,Female,Loyal Customer,42,Business travel,Business,647,2,2,2,2,2,5,5,2,2,2,2,3,2,4,4,5.0,1
1786,Male,Loyal Customer,60,Personal Travel,Eco,3882,2,5,2,1,2,1,1,5,2,4,5,1,3,1,0,0.0,0
1787,Male,Loyal Customer,37,Business travel,Business,2279,4,4,4,4,3,3,4,4,4,4,4,3,4,4,7,8.0,0
1788,Female,disloyal Customer,29,Business travel,Business,1456,3,3,3,4,4,3,4,4,3,4,4,4,4,4,0,0.0,0
1789,Male,Loyal Customer,57,Personal Travel,Eco,2760,1,4,1,1,4,1,4,4,4,3,4,5,5,4,42,23.0,0
1790,Male,disloyal Customer,34,Business travel,Eco,2214,2,1,1,3,3,2,3,3,1,1,2,4,4,3,50,30.0,0
1791,Male,Loyal Customer,53,Business travel,Business,2819,5,5,1,5,2,4,4,4,4,4,4,5,4,3,0,0.0,1
1792,Female,Loyal Customer,48,Business travel,Business,1869,3,3,3,3,3,5,5,4,4,4,4,4,4,5,0,0.0,1
1793,Male,Loyal Customer,54,Business travel,Business,885,3,4,4,4,3,3,3,3,3,3,3,3,3,3,10,40.0,0
1794,Female,disloyal Customer,48,Business travel,Business,2941,2,2,2,4,5,2,5,5,4,3,4,5,4,5,0,0.0,1
1795,Male,Loyal Customer,51,Business travel,Business,357,5,5,5,5,2,4,4,4,4,4,4,4,4,5,0,0.0,1
